delivery_id,order_id,courier_id,distance_km,estimated_delivery_minutes,pickup_time,delivered_time,delivery_status,actual_delivery_minutes
DEL-004113,ORD-004113,CUR-0166,5.2,59,2025-12-02 18:20:00,2025-12-02 19:20:00,delivered,60.0
DEL-004114,ORD-004114,CUR-0112,7.5,49,2025-06-07 12:11:00,2025-06-07 13:06:00,delivered,55.0
DEL-004115,ORD-004115,CUR-0056,7.6,69,2025-05-20 13:48:00,2025-05-20 14:55:00,delivered,67.0
DEL-004116,ORD-004116,CUR-0222,5.6,50,2025-04-26 10:22:00,2025-04-26 11:16:00,delivered,54.0
DEL-004117,ORD-004117,CUR-0163,3.0,39,,,cancelled,
DEL-004118,ORD-004118,CUR-0208,2.2,26,2025-02-11 10:00:00,2025-02-11 10:34:00,delivered,34.0
DEL-004119,ORD-004119,CUR-0058,9.3,68,2025-04-06 11:40:00,2025-04-06 12:54:00,delivered,74.0
DEL-004120,ORD-004120,CUR-0022,2.6,34,,,cancelled,
DEL-004121,ORD-004121,CUR-0190,7.8,59,2025-04-22 21:51:00,2025-04-22 22:51:00,delivered,60.0
DEL-004122,ORD-004122,CUR-0125,8.3,70,2025-07-06 14:17:00,2025-07-06 15:22:00,delivered,65.0
DEL-004123,ORD-004123,CUR-0232,1.5,33,2025-12-20 18:15:00,2025-12-20 18:51:00,delivered,36.0
DEL-004124,ORD-004124,CUR-0095,4.6,46,2025-04-18 15:10:00,2025-04-18 16:26:00,delivered,76.0
DEL-004125,ORD-004125,CUR-0223,8.9,65,2025-12-15 21:45:00,2025-12-15 23:12:00,delivered,87.0
DEL-004126,ORD-004126,CUR-0183,2.1,37,2025-09-08 22:18:00,2025-09-08 22:54:00,delivered,36.0
DEL-004127,ORD-004127,CUR-0119,3.9,42,,,cancelled,
DEL-004128,ORD-004128,CUR-0166,6.3,59,2024-07-27 09:52:00,2024-07-27 10:51:00,delivered,-3.0
DEL-004129,ORD-004129,CUR-0072,6.7,47,2024-10-27 18:28:00,2024-10-27 19:34:00,delivered,66.0
DEL-004130,ORD-004130,CUR-0044,0.9,25,2024-12-11 12:54:00,2024-12-11 13:18:00,delivered,24.0
DEL-004131,ORD-004131,CUR-0074,3.0,37,2024-07-02 16:55:00,2024-07-02 17:27:00,delivered,32.0
DEL-004132,ORD-004132,CUR-0135,3.3,50,2025-12-31 10:34:00,2025-12-31 11:51:00,delivered,77.0
DEL-004133,ORD-004133,CUR-0057,1.2,28,2025-10-14 13:29:00,2025-10-14 14:02:00,delivered,33.0
DEL-004134,ORD-004134,CUR-0190,3.2,48,2025-12-22 23:18:00,2025-12-23 00:09:00,delivered,51.0
DEL-004135,ORD-004135,CUR-0178,3.1,35,,,cancelled,
DEL-004136,ORD-004136,CUR-0027,9.4,71,,,cancelled,
DEL-004137,ORD-004137,CUR-0086,3.4,47,2025-09-02 13:33:00,2025-09-02 14:27:00,delivered,54.0
DEL-004138,ORD-004138,CUR-0008,3.0,43,2025-08-28 13:01:00,2025-08-28 13:51:00,delivered,50.0
DEL-004139,ORD-004139,CUR-0162,7.0,53,2025-10-10 15:04:00,2025-10-10 16:16:00,delivered,72.0
DEL-004140,ORD-004140,CUR-0027,6.3,62,2025-01-14 14:22:00,2025-01-14 15:40:00,delivered,78.0
DEL-004141,ORD-004141,CUR-0045,7.5,57,2025-09-13 13:39:00,2025-09-13 14:40:00,delivered,61.0
DEL-004142,ORD-004142,CUR-0033,1.5,31,2025-11-13 18:51:00,2025-11-13 19:28:00,delivered,37.0
DEL-004143,ORD-004143,CUR-0215,2.8,44,2025-06-30 22:47:00,2025-06-30 23:39:00,delivered,52.0
DEL-004144,ORD-004144,CUR-0237,1.4,40,2024-04-09 12:42:00,2024-04-09 13:19:00,delivered,37.0
DEL-004145,ORD-004145,CUR-0070,6.4,66,,,cancelled,
DEL-004146,ORD-004146,CUR-0048,2.4,39,2025-12-13 20:25:00,2025-12-13 20:59:00,delivered,34.0
DEL-004147,ORD-004147,CUR-0011,1.6,32,2025-10-25 14:47:00,2025-10-25 15:20:00,delivered,33.0
DEL-004148,ORD-004148,CUR-0028,4.6,53,2025-11-11 17:25:00,2025-11-11 18:23:00,delivered,58.0
DEL-004149,ORD-004149,CUR-0106,7.0,66,,,cancelled,
DEL-004150,ORD-004150,CUR-0042,4.6,46,2025-06-20 17:21:00,2025-06-20 17:11:00,delivered,63.0
DEL-004151,ORD-004151,CUR-0096,9.3,73,2024-08-24 17:42:00,2024-08-24 18:50:00,delivered,68.0
DEL-004152,ORD-004152,CUR-0234,7.1,66,2025-12-14 13:58:00,2025-12-14 15:05:00,delivered,67.0
DEL-004153,ORD-004153,CUR-0033,6.2,65,2025-12-31 17:41:00,2025-12-31 18:46:00,delivered,65.0
DEL-004154,ORD-004154,CUR-0007,2.5,37,2024-12-17 13:16:00,2024-12-17 14:26:00,delivered,70.0
DEL-004155,ORD-004155,CUR-0097,7.7,55,,,cancelled,
DEL-004156,ORD-004156,CUR-0037,4.9,41,,,cancelled,
DEL-004157,ORD-004157,CUR-0120,2.7,33,2025-12-01 19:50:00,2025-12-01 20:31:00,delivered,41.0
DEL-004158,ORD-004158,CUR-0134,3.3,44,2025-12-19 21:12:00,2025-12-19 21:56:00,delivered,44.0
DEL-004159,ORD-004159,CUR-0231,4.4,42,2024-09-12 09:25:00,2024-09-12 10:06:00,delivered,41.0
DEL-004160,ORD-004160,CUR-0176,2.1,26,2025-06-08 23:49:00,2025-06-09 00:22:00,delivered,33.0
DEL-004161,ORD-004161,CUR-0159,0.9,34,2025-12-23 14:32:00,2025-12-23 15:05:00,delivered,33.0
DEL-004162,ORD-004162,CUR-0239,8.9,80,2025-04-07 14:38:00,2025-04-07 16:00:00,delivered,82.0
DEL-004163,ORD-004163,CUR-0165,3.1,42,2025-08-24 20:29:00,2025-08-24 21:17:00,delivered,48.0
DEL-004164,ORD-004164,CUR-0196,4.7,60,,,cancelled,
DEL-004165,ORD-004165,CUR-0090,8.4,51,2024-10-18 16:13:00,2024-10-18 17:34:00,delivered,81.0
DEL-004166,ORD-004166,CUR-0038,2.0,34,2025-12-20 20:56:00,2025-12-20 21:27:00,delivered,31.0
DEL-004167,ORD-004167,CUR-0008,2.4,43,2025-11-15 13:42:00,2025-11-15 14:32:00,delivered,259.0
DEL-004168,ORD-004168,CUR-0103,4.1,45,2025-03-20 09:19:00,2025-03-20 10:08:00,delivered,49.0
DEL-004169,ORD-004169,CUR-0102,5.4,49,2025-03-16 09:26:00,2025-03-16 10:28:00,delivered,62.0
DEL-004170,ORD-004170,CUR-0051,7.0,60,2025-06-10 10:12:00,2025-06-10 11:10:00,delivered,58.0
DEL-004171,ORD-004171,CUR-0190,6.4,56,2025-12-29 11:01:00,2025-12-29 11:53:00,delivered,52.0
DEL-004172,ORD-004172,CUR-0098,4.0,39,,,cancelled,
DEL-004173,ORD-004173,CUR-0094,1.2,29,2024-06-14 15:51:00,2024-06-14 16:25:00,delivered,-3.0
DEL-004174,ORD-004174,CUR-0126,2.9,32,2025-11-28 14:51:00,2025-11-28 15:21:00,delivered,-3.0
DEL-004175,ORD-004175,CUR-0085,4.7,41,2025-11-17 14:42:00,2025-11-17 15:18:00,delivered,36.0
DEL-004176,ORD-004176,CUR-0048,0.6,28,2025-08-29 10:06:00,2025-08-29 10:42:00,delivered,-3.0
DEL-004177,ORD-004177,CUR-0102,9.3,69,2024-12-16 20:23:00,2024-12-16 22:07:00,delivered,104.0
DEL-004178,ORD-004178,CUR-0082,0.6,29,2025-04-25 14:16:00,2025-04-25 14:46:00,delivered,30.0
DEL-004179,ORD-004179,CUR-0019,7.3,54,2025-08-28 20:51:00,2025-08-28 21:49:00,delivered,58.0
DEL-004180,ORD-004180,CUR-0087,7.3,62,,,cancelled,
DEL-004181,ORD-004181,CUR-0248,1.5,34,2025-11-29 10:58:00,2025-11-29 11:39:00,delivered,41.0
DEL-004182,ORD-004182,CUR-0218,5.7,57,2025-07-02 21:52:00,2025-07-02 23:27:00,delivered,95.0
DEL-004183,ORD-004183,CUR-0203,6.0,54,2025-12-21 12:10:00,2025-12-21 13:04:00,delivered,54.0
DEL-004184,ORD-004184,CUR-0041,8.2,64,2025-03-21 11:35:00,2025-03-21 12:36:00,delivered,61.0
DEL-004185,ORD-004185,CUR-0128,6.5,66,2025-12-22 12:30:00,2025-12-22 13:31:00,delivered,61.0
DEL-004186,ORD-004186,CUR-0188,5.8,51,2025-12-21 15:50:00,2025-12-21 16:57:00,delivered,67.0
DEL-004187,ORD-004187,CUR-0091,7.8,60,2025-12-25 23:52:00,2025-12-26 00:48:00,delivered,56.0
DEL-004188,ORD-004188,CUR-0133,8.0,68,2025-12-10 10:41:00,2025-12-10 11:54:00,delivered,73.0
DEL-004189,ORD-004189,CUR-0007,0.7,20,2025-05-25 13:24:00,2025-05-25 13:39:00,delivered,15.0
DEL-004190,ORD-004190,CUR-0105,0.9,25,2025-06-21 17:45:00,2025-06-21 18:16:00,delivered,31.0
DEL-004191,ORD-004191,CUR-0061,6.4,44,2025-10-24 18:25:00,2025-10-24 19:20:00,delivered,55.0
DEL-004192,ORD-004192,CUR-0206,8.6,79,2025-12-21 21:58:00,2025-12-21 23:15:00,delivered,77.0
DEL-004193,ORD-004193,CUR-0162,4.8,59,2025-11-26 19:48:00,2025-11-26 21:02:00,delivered,74.0
DEL-004194,ORD-004194,CUR-0147,1.8,43,2025-11-03 20:42:00,2025-11-03 21:33:00,delivered,51.0
DEL-004195,ORD-004195,CUR-0190,3.4,39,,,cancelled,
DEL-004196,ORD-004196,CUR-0248,8.4,68,2025-08-20 14:21:00,2025-08-20 15:37:00,delivered,76.0
DEL-004197,ORD-004197,CUR-0235,5.1,47,2025-12-12 19:34:00,2025-12-12 20:28:00,delivered,54.0
DEL-004198,ORD-004198,CUR-0236,5.1,52,2025-11-23 18:24:00,2025-11-23 19:17:00,delivered,53.0
DEL-004199,ORD-004199,CUR-0144,1.2,25,2024-09-25 18:35:00,2024-09-25 19:27:00,delivered,52.0
DEL-004200,ORD-004200,CUR-0113,7.0,52,2025-07-19 11:03:00,2025-07-19 11:52:00,delivered,49.0
DEL-004201,ORD-004201,CUR-0155,1.8,34,2025-12-17 22:55:00,2025-12-17 23:50:00,delivered,55.0
DEL-004202,ORD-004202,CUR-0124,2.8,41,2025-11-04 10:47:00,2025-11-04 11:34:00,delivered,47.0
DEL-004203,ORD-004203,CUR-0013,2.1,29,2025-12-23 00:05:00,2025-12-23 00:54:00,delivered,49.0
DEL-004204,ORD-004204,CUR-0146,7.5,70,2025-10-23 19:37:00,2025-10-23 20:44:00,delivered,67.0
DEL-004205,ORD-004205,CUR-0087,8.9,69,2025-07-08 17:38:00,2025-07-08 18:48:00,delivered,70.0
DEL-004206,ORD-004206,CUR-0076,7.8,58,2025-10-24 22:52:00,2025-10-25 00:30:00,delivered,98.0
DEL-004207,ORD-004207,CUR-0209,8.0,72,2025-07-06 20:10:00,2025-07-06 21:23:00,delivered,73.0
DEL-004208,ORD-004208,CUR-0102,7.0,66,2025-05-19 19:24:00,2025-05-19 20:31:00,delivered,-3.0
DEL-004209,ORD-004209,CUR-0234,7.2,64,2025-03-01 21:15:00,2025-03-01 22:17:00,delivered,62.0
DEL-004210,ORD-004210,CUR-0182,8.6,58,2025-02-07 10:40:00,2025-02-07 11:42:00,delivered,62.0
DEL-004211,ORD-004211,CUR-0106,1.3,32,2025-07-23 20:31:00,2025-07-23 21:10:00,delivered,39.0
DEL-004212,ORD-004212,CUR-0202,8.9,78,2025-01-26 10:25:00,2025-01-26 12:21:00,delivered,116.0
DEL-004213,ORD-004213,CUR-0091,1.1,37,2025-10-15 19:26:00,2025-10-15 20:03:00,delivered,37.0
DEL-004214,ORD-004214,CUR-0150,6.1,56,2025-02-18 13:20:00,2025-02-18 14:17:00,delivered,57.0
DEL-004215,ORD-004215,CUR-0147,4.5,41,2025-06-25 09:19:00,2025-06-25 09:59:00,delivered,-3.0
DEL-004216,ORD-004216,CUR-0189,6.9,65,2025-12-06 17:53:00,2025-12-06 18:53:00,delivered,60.0
DEL-004217,ORD-004217,CUR-0040,2.9,42,2025-03-06 20:15:00,2025-03-06 21:20:00,delivered,65.0
DEL-004218,ORD-004218,CUR-0038,4.4,42,2025-09-17 17:11:00,2025-09-17 17:52:00,delivered,41.0
DEL-004219,ORD-004219,CUR-0028,2.1,35,2025-12-29 23:10:00,2025-12-30 00:15:00,delivered,65.0
DEL-004220,ORD-004220,CUR-0206,7.8,68,2025-07-28 22:14:00,2025-07-28 23:30:00,delivered,76.0
DEL-004221,ORD-004221,CUR-0084,6.6,55,2024-08-07 16:18:00,2024-08-07 17:15:00,delivered,57.0
DEL-004222,ORD-004222,CUR-0084,1.4,29,2025-07-07 22:26:00,2025-07-07 23:22:00,delivered,56.0
DEL-004223,ORD-004223,CUR-0054,0.6,26,2025-02-24 10:02:00,2025-02-24 10:48:00,delivered,46.0
DEL-004224,ORD-004224,CUR-0052,7.1,55,2025-11-12 19:14:00,2025-11-12 20:15:00,delivered,61.0
DEL-004225,ORD-004225,CUR-0155,9.4,80,2025-11-07 19:35:00,2025-11-07 20:51:00,delivered,76.0
DEL-004226,ORD-004226,CUR-0195,6.6,58,2025-07-12 21:16:00,2025-07-12 22:12:00,delivered,56.0
DEL-004227,ORD-004227,CUR-0055,3.6,52,2025-12-01 21:01:00,2025-12-01 22:01:00,delivered,60.0
DEL-004228,ORD-004228,CUR-0147,2.7,32,2025-12-12 16:49:00,2025-12-12 17:24:00,delivered,35.0
DEL-004229,ORD-004229,CUR-0152,9.2,60,2025-08-21 17:07:00,2025-08-21 18:12:00,delivered,65.0
DEL-004230,ORD-004230,CUR-0177,8.6,67,,,cancelled,
DEL-004231,ORD-004231,CUR-0245,0.9,28,2025-11-08 17:19:00,2025-11-08 17:51:00,delivered,32.0
DEL-004232,ORD-004232,CUR-0110,6.7,59,2025-12-31 17:47:00,2025-12-31 18:42:00,delivered,55.0
DEL-004233,ORD-004233,CUR-0078,7.2,72,2024-09-23 13:51:00,2024-09-23 15:42:00,delivered,111.0
DEL-004234,ORD-004234,CUR-0029,3.4,44,2025-10-20 23:54:00,2025-10-21 00:39:00,delivered,45.0
DEL-004235,ORD-004235,CUR-0218,7.6,67,,,cancelled,
DEL-004236,ORD-004236,CUR-0082,4.0,44,,,cancelled,
DEL-004237,ORD-004237,CUR-0178,3.0,36,2025-10-29 10:36:00,2025-10-29 11:19:00,delivered,43.0
DEL-004238,ORD-004238,CUR-0002,8.0,67,2025-09-14 19:08:00,2025-09-14 20:17:00,delivered,69.0
DEL-004239,ORD-004239,CUR-0136,4.3,51,2025-11-13 11:03:00,2025-11-13 12:29:00,delivered,86.0
DEL-004240,ORD-004240,CUR-0116,7.8,73,2024-10-23 23:15:00,2024-10-24 00:35:00,delivered,80.0
DEL-004241,ORD-004241,CUR-0111,1.8,37,2025-09-01 15:13:00,2025-09-01 15:53:00,delivered,40.0
DEL-004242,ORD-004242,CUR-0142,2.0,29,2025-11-15 11:17:00,2025-11-15 11:48:00,delivered,31.0
DEL-004243,ORD-004243,CUR-0126,8.8,74,2025-05-26 20:08:00,2025-05-26 21:21:00,delivered,73.0
DEL-004244,ORD-004244,CUR-0094,9.2,68,2025-10-19 13:17:00,2025-10-19 14:30:00,delivered,73.0
DEL-004245,ORD-004245,CUR-0101,3.6,37,2025-12-29 18:17:00,2025-12-29 18:53:00,delivered,36.0
DEL-004246,ORD-004246,CUR-0060,8.0,66,,,cancelled,
DEL-004247,ORD-004247,CUR-0123,5.4,49,2025-11-11 19:18:00,2025-11-11 20:29:00,delivered,71.0
DEL-004248,ORD-004248,CUR-0023,3.5,47,2025-08-25 14:32:00,2025-08-25 15:38:00,delivered,66.0
DEL-004249,ORD-004249,CUR-0105,2.8,42,2025-10-12 15:44:00,2025-10-12 16:24:00,delivered,40.0
DEL-004250,ORD-004250,CUR-0194,6.6,47,2025-08-17 15:25:00,2025-08-17 16:38:00,delivered,73.0
DEL-004251,ORD-004251,CUR-0125,5.2,44,2025-11-15 22:35:00,2025-11-15 23:20:00,delivered,45.0
DEL-004252,ORD-004252,CUR-0094,5.1,48,2025-11-22 20:53:00,2025-11-22 21:46:00,delivered,53.0
DEL-004253,ORD-004253,CUR-0132,6.1,56,2025-12-08 17:55:00,2025-12-08 18:49:00,delivered,54.0
DEL-004254,ORD-004254,CUR-0183,3.8,52,2025-01-21 14:23:00,2025-01-21 15:35:00,delivered,72.0
DEL-004255,ORD-004255,CUR-0046,6.3,56,2025-04-16 19:05:00,2025-04-16 20:23:00,delivered,78.0
DEL-004256,ORD-004256,CUR-0055,5.0,38,2025-11-05 20:01:00,2025-11-05 20:47:00,delivered,46.0
DEL-004257,ORD-004257,CUR-0069,9.2,74,2024-10-26 19:15:00,2024-10-26 20:33:00,delivered,78.0
DEL-004258,ORD-004258,CUR-0200,8.8,62,2025-11-26 18:45:00,2025-11-26 19:50:00,delivered,65.0
DEL-004259,ORD-004259,CUR-0147,6.4,56,2025-09-16 15:44:00,2025-09-16 16:44:00,delivered,60.0
DEL-004260,ORD-004260,CUR-0115,7.1,56,2025-08-15 17:08:00,2025-08-15 18:00:00,delivered,52.0
DEL-004261,ORD-004261,CUR-0031,5.7,57,2025-12-27 22:05:00,2025-12-27 23:08:00,delivered,63.0
DEL-004262,ORD-004262,CUR-0009,2.9,32,2025-03-16 20:29:00,2025-03-16 21:09:00,delivered,40.0
DEL-004263,ORD-004263,CUR-0245,5.7,62,2025-11-05 22:34:00,2025-11-05 23:39:00,delivered,65.0
DEL-004264,ORD-004264,CUR-0041,9.1,73,2024-12-30 18:56:00,2024-12-30 20:09:00,delivered,73.0
DEL-004265,ORD-004265,CUR-0065,7.2,70,2025-11-19 20:48:00,2025-11-19 22:19:00,delivered,91.0
DEL-004266,ORD-004266,CUR-0013,8.8,70,,,cancelled,
DEL-004267,ORD-004267,CUR-0166,9.2,80,2025-10-17 16:19:00,2025-10-17 17:44:00,delivered,85.0
DEL-004268,ORD-004268,CUR-0160,0.5,22,2025-05-28 12:52:00,2025-05-28 13:10:00,delivered,18.0
DEL-004269,ORD-004269,CUR-0027,8.2,56,2025-11-06 12:30:00,2025-11-06 13:27:00,delivered,57.0
DEL-004270,ORD-004270,CUR-0132,3.8,38,2025-02-19 10:12:00,2025-02-19 11:01:00,delivered,49.0
DEL-004271,ORD-004271,CUR-0194,1.9,31,2025-08-12 10:37:00,2025-08-12 11:04:00,delivered,27.0
DEL-004272,ORD-004272,CUR-0201,6.8,46,2025-08-17 11:18:00,2025-08-17 12:00:00,delivered,42.0
DEL-004273,ORD-004273,CUR-0015,7.1,63,2025-08-06 17:34:00,2025-08-06 19:05:00,delivered,91.0
DEL-004274,ORD-004274,CUR-0159,6.9,59,2025-12-09 11:47:00,2025-12-09 12:52:00,delivered,65.0
DEL-004275,ORD-004275,CUR-0238,0.8,38,2025-09-06 20:12:00,2025-09-06 21:12:00,delivered,60.0
DEL-004276,ORD-004276,CUR-0242,5.4,50,2025-09-09 15:18:00,2025-09-09 16:44:00,delivered,86.0
DEL-004277,ORD-004277,CUR-0011,2.7,42,2025-05-17 10:40:00,2025-05-17 12:01:00,delivered,81.0
DEL-004278,ORD-004278,CUR-0144,2.4,36,,,cancelled,
DEL-004279,ORD-004279,CUR-0170,1.7,24,2025-04-12 18:10:00,2025-04-12 18:35:00,delivered,25.0
DEL-004280,ORD-004280,CUR-0052,7.4,67,2025-09-22 10:40:00,2025-09-22 11:42:00,delivered,62.0
DEL-004281,ORD-004281,CUR-0124,3.8,45,2025-03-05 10:02:00,2025-03-05 10:52:00,delivered,50.0
DEL-004282,ORD-004282,CUR-0182,7.2,57,2025-08-09 17:32:00,2025-08-09 18:36:00,delivered,-3.0
DEL-004283,ORD-004283,CUR-0161,6.2,60,2025-12-09 12:39:00,2025-12-09 13:35:00,delivered,-3.0
DEL-004284,ORD-004284,CUR-0171,8.2,57,2024-11-21 19:20:00,2024-11-21 20:40:00,delivered,-3.0
DEL-004285,ORD-004285,CUR-0163,2.2,33,,,delivered,35.0
DEL-004286,ORD-004286,CUR-0206,6.5,57,2025-11-15 19:47:00,2025-11-15 20:47:00,delivered,-3.0
DEL-004287,ORD-004287,CUR-0148,9.0,55,2025-09-15 19:02:00,2025-09-15 19:58:00,delivered,56.0
DEL-004288,ORD-004288,CUR-0092,6.6,52,2025-12-22 20:34:00,2025-12-22 21:33:00,delivered,59.0
DEL-004289,ORD-004289,CUR-0017,4.5,47,2025-09-08 12:50:00,2025-09-08 13:42:00,delivered,52.0
DEL-004290,ORD-004290,CUR-0064,8.6,64,2025-07-13 19:21:00,2025-07-13 20:47:00,delivered,86.0
DEL-004291,ORD-004291,CUR-0180,5.8,52,2024-09-12 17:51:00,2024-09-12 19:09:00,delivered,78.0
DEL-004292,ORD-004292,CUR-0020,2.9,30,2025-12-16 16:37:00,2025-12-16 17:11:00,delivered,34.0
DEL-004293,ORD-004293,CUR-0160,2.9,34,2025-03-29 13:44:00,2025-03-29 14:34:00,delivered,50.0
DEL-004294,ORD-004294,CUR-0061,6.6,61,2025-10-17 20:04:00,2025-10-17 21:25:00,delivered,81.0
DEL-004295,ORD-004295,CUR-0236,5.7,45,2025-09-29 12:13:00,2025-09-29 13:14:00,delivered,61.0
DEL-004296,ORD-004296,CUR-0139,5.2,55,2025-12-22 15:55:00,2025-12-22 16:49:00,delivered,54.0
DEL-004297,ORD-004297,CUR-0148,6.5,58,2025-12-31 20:51:00,2025-12-31 21:53:00,delivered,62.0
DEL-004298,ORD-004298,CUR-0190,6.8,64,2025-02-16 22:33:00,2025-02-16 23:37:00,delivered,64.0
DEL-004299,ORD-004299,CUR-0237,2.1,25,2025-09-25 17:46:00,2025-09-25 18:17:00,delivered,31.0
DEL-004300,ORD-004300,CUR-0080,7.8,69,2025-12-23 21:31:00,2025-12-23 22:48:00,delivered,77.0
DEL-004301,ORD-004301,CUR-0187,4.9,40,2025-12-12 23:29:00,2025-12-13 00:16:00,delivered,259.0
DEL-004302,ORD-004302,CUR-0185,7.9,61,2025-07-28 20:07:00,2025-07-28 21:21:00,delivered,74.0
DEL-004303,ORD-004303,CUR-0065,6.4,62,2025-07-13 12:04:00,2025-07-13 13:40:00,delivered,96.0
DEL-004304,ORD-004304,CUR-0071,7.2,59,2025-11-26 11:14:00,2025-11-26 12:45:00,delivered,91.0
DEL-004305,ORD-004305,CUR-0015,1.5,25,2025-07-19 09:39:00,2025-07-19 10:00:00,delivered,21.0
DEL-004306,ORD-004306,CUR-0227,9.4,71,2025-01-25 23:59:00,2025-01-26 01:31:00,delivered,92.0
DEL-004307,ORD-004307,CUR-0196,9.2,66,2025-11-03 23:52:00,2025-11-04 01:00:00,delivered,68.0
DEL-004308,ORD-004308,CUR-0027,6.0,47,2025-11-30 20:23:00,2025-11-30 21:31:00,delivered,68.0
DEL-004309,ORD-004309,CUR-0232,4.7,54,2025-09-02 18:05:00,2025-09-02 18:55:00,delivered,50.0
DEL-004310,ORD-004310,CUR-0148,2.0,33,2025-02-08 12:37:00,2025-02-08 13:31:00,delivered,54.0
DEL-004311,ORD-004311,CUR-0240,8.5,74,2025-10-01 21:26:00,2025-10-01 22:41:00,delivered,75.0
DEL-004312,ORD-004312,CUR-0217,3.7,36,2025-06-11 18:33:00,2025-06-11 19:09:00,delivered,36.0
DEL-004313,ORD-004313,CUR-0236,5.9,57,2025-12-30 20:31:00,2025-12-30 21:49:00,delivered,78.0
DEL-004314,ORD-004314,CUR-0233,2.4,41,2024-07-02 20:57:00,2024-07-02 21:41:00,delivered,44.0
DEL-004315,ORD-004315,CUR-0140,6.9,55,2025-12-14 15:44:00,2025-12-14 16:39:00,delivered,55.0
DEL-004316,ORD-004316,CUR-0083,4.4,53,2025-06-27 18:30:00,2025-06-27 19:28:00,delivered,58.0
DEL-004317,ORD-004317,CUR-0031,6.6,67,,,cancelled,
DEL-004318,ORD-004318,CUR-0199,5.5,58,2025-07-24 18:41:00,2025-07-24 19:45:00,delivered,64.0
DEL-004319,ORD-004319,CUR-0002,5.7,55,2025-02-24 09:29:00,2025-02-24 10:29:00,delivered,60.0
DEL-004320,ORD-004320,CUR-0080,3.3,39,2025-11-23 19:23:00,2025-11-23 19:57:00,delivered,34.0
DEL-004321,ORD-004321,CUR-0218,8.4,70,2025-09-29 19:06:00,2025-09-29 20:11:00,delivered,65.0
DEL-004322,ORD-004322,CUR-0002,7.1,57,2025-05-16 21:47:00,2025-05-16 23:20:00,delivered,93.0
DEL-004323,ORD-004323,CUR-0130,6.7,61,2025-06-05 20:27:00,2025-06-05 21:25:00,delivered,58.0
DEL-004324,ORD-004324,CUR-0196,3.8,40,,,cancelled,
DEL-004325,ORD-004325,CUR-0158,4.7,46,2025-06-02 21:56:00,2025-06-02 23:12:00,delivered,76.0
DEL-004326,ORD-004326,CUR-0144,1.9,34,2025-10-14 09:20:00,2025-10-14 09:52:00,delivered,32.0
DEL-004327,ORD-004327,CUR-0063,0.6,29,2025-07-11 18:49:00,2025-07-11 19:19:00,delivered,30.0
DEL-004328,ORD-004328,CUR-0219,3.4,39,2025-12-30 16:55:00,2025-12-30 17:38:00,delivered,43.0
DEL-004329,ORD-004329,CUR-0071,4.7,38,2025-03-04 14:54:00,2025-03-04 15:32:00,delivered,38.0
DEL-004330,ORD-004330,CUR-0222,3.8,46,2025-12-03 18:58:00,2025-12-03 20:14:00,delivered,76.0
DEL-004331,ORD-004331,CUR-0215,2.5,41,,,cancelled,
DEL-004332,ORD-004332,CUR-0166,5.9,47,2025-12-31 19:02:00,2025-12-31 19:56:00,delivered,54.0
DEL-004333,ORD-004333,CUR-0083,6.3,56,2025-11-07 13:48:00,2025-11-07 14:49:00,delivered,61.0
DEL-004334,ORD-004334,CUR-0171,1.2,21,2024-07-04 22:00:00,2024-07-04 22:23:00,delivered,23.0
DEL-004335,ORD-004335,CUR-0156,3.2,43,2025-12-17 10:58:00,2025-12-17 12:19:00,delivered,-3.0
DEL-004336,ORD-004336,CUR-0025,4.3,41,2025-02-14 12:05:00,2025-02-14 12:52:00,delivered,47.0
DEL-004337,ORD-004337,CUR-0083,8.9,57,2025-11-20 12:44:00,2025-11-20 13:48:00,delivered,64.0
DEL-004338,ORD-004338,CUR-0159,5.9,58,,,cancelled,
DEL-004339,ORD-004339,CUR-0199,6.4,54,2025-01-17 00:07:00,2025-01-17 01:01:00,delivered,54.0
DEL-004340,ORD-004340,CUR-0044,5.2,55,2025-09-16 16:15:00,2025-09-16 17:09:00,delivered,54.0
DEL-004341,ORD-004341,CUR-0023,1.3,34,2025-02-01 09:16:00,2025-02-01 09:58:00,delivered,42.0
DEL-004342,ORD-004342,CUR-0214,8.4,65,2025-07-03 09:19:00,2025-07-03 10:19:00,delivered,60.0
DEL-004343,ORD-004343,CUR-0031,4.7,51,2025-12-14 09:29:00,2025-12-14 10:19:00,delivered,50.0
DEL-004344,ORD-004344,CUR-0115,3.5,40,2025-12-16 17:42:00,2025-12-16 18:30:00,delivered,48.0
DEL-004345,ORD-004345,CUR-0169,7.3,61,2025-05-10 23:51:00,2025-05-11 00:53:00,delivered,62.0
DEL-004346,ORD-004346,CUR-0055,8.6,67,2025-11-30 15:26:00,2025-11-30 16:29:00,delivered,63.0
DEL-004347,ORD-004347,CUR-0053,7.3,53,2025-08-15 19:51:00,2025-08-15 20:47:00,delivered,56.0
DEL-004348,ORD-004348,CUR-0249,3.9,50,2025-11-07 10:00:00,2025-11-07 10:53:00,delivered,53.0
DEL-004349,ORD-004349,CUR-0034,1.9,44,2025-12-11 17:13:00,2025-12-11 18:05:00,delivered,52.0
DEL-004350,ORD-004350,CUR-0145,8.5,77,2025-05-15 21:53:00,2025-05-15 23:11:00,delivered,78.0
