payment_id,order_id,payment_method,payment_status,currency,food_amount,delivery_fee,total_amount
PAY-004442,ORD-004442,card,paid,EUR,44.3,3.99,48.29
PAY-004443,ORD-004443,card,paid,EUR,33.37,3.99,37.36
PAY-004444,ORD-004444,apple_pay,paid,EUR,23.04,3.99,27.03
PAY-004445,ORD-004445,paypal,paid,EUR,34.03,3.99,38.02
PAY-004446,ORD-004446,card,paid,EUR,36.6,3.99,40.59
PAY-004447,ORD-004447,card,paid,EUR,63.24,3.99,67.23
PAY-004448,ORD-004448,apple_pay,paid,EUR,9.1,3.99,13.09
PAY-004449,ORD-004449,card,paid,EUR,10.45,1.49,11.94
PAY-004450,ORD-004450,card,paid,EUR,38.1,0.0,38.1
PAY-004451,ORD-004451,apple_pay,paid,EUR,68.35,3.99,72.34
PAY-004452,ORD-004452,paypal,paid,EUR,23.17,3.99,27.16
PAY-004453,ORD-004453,card,paid,EUR,42.48,0.0,42.48
PAY-004454,ORD-004454,apple_pay,paid,EUR,36.6,3.99,40.59
PAY-004455,ORD-004455,apple_pay,paid,EUR,8.38,1.49,9.87
PAY-004456,ORD-004456,google_pay,paid,EUR,37.35,3.99,41.34
PAY-004457,ORD-004457,paypal,paid,EUR,30.54,0.0,30.54
PAY-004458,ORD-004458,card,paid,EUR,12.64,3.99,16.63
PAY-004459,ORD-004459,apple_pay,paid,EUR,30.48,3.99,34.47
PAY-004460,ORD-004460,card,paid,EUR,27.99,0.0,27.99
PAY-004461,ORD-004461,paypal,paid,EUR,34.11,0.0,34.11
PAY-004462,ORD-004462,paypal,paid,EUR,54.22,0.0,54.22
PAY-004463,ORD-004463,paypal,paid,EUR,40.21,0.0,40.21
PAY-004464,ORD-004464,google_pay,paid,EUR,31.92,3.99,35.91
PAY-004465,ORD-004465,card,paid,EUR,67.94,3.99,71.93
PAY-004466,ORD-004466,apple_pay,paid,EUR,44.77,3.99,48.76
PAY-004467,ORD-004467,google_pay,paid,EUR,60.6,3.99,64.59
PAY-004468,ORD-004468,paypal,paid,EUR,42.19,3.99,46.18
PAY-004469,ORD-004469,google_pay,paid,EUR,55.7,0.0,55.7
PAY-004470,ORD-004470,google_pay,paid,EUR,53.28,3.99,57.27
PAY-004471,ORD-004471,google_pay,paid,EUR,65.52,3.99,69.51
PAY-004472,ORD-004472,paypal,paid,EUR,59.02,3.99,63.01
PAY-004473,ORD-004473,google_pay,paid,EUR,11.22,3.99,15.21
PAY-004474,ORD-004474,apple_pay,paid,EUR,29.14,3.99,33.13
PAY-004475,ORD-004475,google_pay,paid,EUR,59.46,3.99,63.45
PAY-004476,ORD-004476,card,paid,EUR,59.25,0.0,59.25
PAY-004477,ORD-004477,apple_pay,paid,EUR,31.53,3.99,35.52
PAY-004478,ORD-004478,paypal,paid,EUR,14.22,1.49,15.71
PAY-004479,ORD-004479,card,paid,EUR,59.81,3.99,63.8
PAY-004480,ORD-004480,paypal,paid,EUR,53.41,3.99,57.4
PAY-004481,ORD-004481,paypal,paid,EUR,65.77,3.99,69.76
PAY-004482,ORD-004482,apple_pay,paid,EUR,9.35,3.99,13.34
PAY-004483,ORD-004483,card,paid,EUR,32.91,3.99,36.9
PAY-004484,ORD-004484,google_pay,paid,EUR,34.04,0.0,34.04
PAY-004485,ORD-004485,paypal,refunded,EUR,38.26,0.0,38.26
PAY-004486,ORD-004486,card,paid,EUR,33.84,3.99,37.83
PAY-004487,ORD-004487,apple_pay,paid,EUR,44.72,0.0,44.72
PAY-004488,ORD-004488,card,paid,EUR,52.23,3.99,56.22
PAY-004489,ORD-004489,paypal,paid,EUR,19.26,3.99,23.25
PAY-004490,ORD-004490,paypal,paid,EUR,45.0,0.0,45.0
PAY-004491,ORD-004491,card,paid,EUR,52.75,3.99,56.74
PAY-004492,ORD-004492,apple_pay,paid,EUR,18.95,3.99,22.94
PAY-004493,ORD-004493,paypal,paid,EUR,54.97,3.99,58.96
PAY-004494,ORD-004494,card,paid,EUR,59.66,3.99,63.65
PAY-004495,ORD-004495,apple_pay,paid,EUR,22.32,3.99,26.31
PAY-004496,ORD-004496,paypal,paid,EUR,14.65,3.99,18.64
PAY-004497,ORD-004497,google_pay,paid,EUR,18.53,0.0,18.53
PAY-004498,ORD-004498,card,paid,EUR,27.56,3.99,31.55
PAY-004499,ORD-004499,google_pay,paid,EUR,51.41,3.99,55.4
PAY-004500,ORD-004500,paypal,paid,EUR,36.69,3.99,40.68
PAY-004501,ORD-004501,paypal,paid,EUR,29.39,0.0,29.39
PAY-004502,ORD-004502,google_pay,paid,EUR,34.3,3.99,38.29
PAY-004503,ORD-004503,paypal,paid,EUR,40.94,3.99,44.93
PAY-004504,ORD-004504,apple_pay,paid,EUR,21.8,0.0,21.8
PAY-004505,ORD-004505,paypal,paid,EUR,50.82,3.99,54.81
PAY-004506,ORD-004506,paypal,paid,EUR,60.2,3.99,64.19
PAY-004507,ORD-004507,card,paid,EUR,34.39,0.0,34.39
PAY-004508,ORD-004508,card,paid,EUR,12.25,3.99,16.24
PAY-004509,ORD-004509,card,paid,EUR,41.45,3.99,45.44
PAY-004510,ORD-004510,paypal,paid,EUR,63.09,0.0,63.09
PAY-004511,ORD-004511,google_pay,paid,EUR,64.87,0.0,64.87
PAY-004512,ORD-004512,card,paid,EUR,21.17,3.99,25.16
PAY-004513,ORD-004513,card,paid,EUR,65.93,3.99,69.92
PAY-004514,ORD-004514,paypal,paid,EUR,47.04,3.99,51.03
PAY-004515,ORD-004515,apple_pay,paid,EUR,13.41,3.99,17.4
PAY-004516,ORD-004516,google_pay,paid,EUR,46.78,0.0,46.78
PAY-004517,ORD-004517,paypal,paid,EUR,29.71,0.0,29.71
PAY-004518,ORD-004518,card,paid,EUR,66.88,3.99,70.87
PAY-004519,ORD-004519,card,paid,EUR,11.73,3.99,15.72
PAY-004520,ORD-004520,apple_pay,paid,EUR,35.46,0.0,35.46
PAY-004521,ORD-004521,card,paid,EUR,28.62,3.99,32.61
PAY-004522,ORD-004522,card,paid,EUR,52.98,0.0,52.98
PAY-004523,ORD-004523,card,paid,EUR,10.13,3.99,14.12
PAY-004524,ORD-004524,google_pay,paid,EUR,12.14,3.99,16.13
PAY-004525,ORD-004525,card,paid,EUR,15.24,3.99,19.23
PAY-004526,ORD-004526,apple_pay,paid,EUR,39.66,3.99,43.65
PAY-004527,ORD-004527,card,paid,EUR,46.92,3.99,50.91
PAY-004528,ORD-004528,card,paid,EUR,68.24,0.0,68.24
PAY-004529,ORD-004529,apple_pay,paid,EUR,59.9,3.99,63.89
PAY-004530,ORD-004530,apple_pay,paid,EUR,9.44,3.99,13.43
PAY-004531,ORD-004531,paypal,refunded,EUR,14.65,3.99,18.64
PAY-004532,ORD-004532,apple_pay,paid,EUR,52.97,3.99,56.96
PAY-004533,ORD-004533,card,paid,EUR,11.7,3.99,15.69
PAY-004534,ORD-004534,paypal,paid,EUR,15.04,3.99,19.03
PAY-004535,ORD-004535,google_pay,paid,EUR,64.13,0.0,64.13
PAY-004536,ORD-004536,apple_pay,paid,EUR,56.2,0.0,56.2
PAY-004537,ORD-004537,paypal,paid,EUR,11.72,3.99,15.71
PAY-004538,ORD-004538,card,paid,EUR,32.51,0.0,32.51
PAY-004539,ORD-004539,card,paid,EUR,20.1,3.99,24.09
PAY-004540,ORD-004540,paypal,refunded,EUR,44.52,3.99,48.51
PAY-004541,ORD-004541,google_pay,paid,EUR,42.58,0.0,42.58
PAY-004542,ORD-004542,card,paid,EUR,46.22,0.0,46.22
PAY-004543,ORD-004543,paypal,paid,EUR,25.62,3.99,29.61
PAY-004544,ORD-004544,card,paid,EUR,38.56,3.99,42.55
PAY-004545,ORD-004545,card,paid,EUR,45.22,3.99,49.21
PAY-004546,ORD-004546,card,paid,EUR,25.1,3.99,29.09
PAY-004547,ORD-004547,apple_pay,paid,EUR,26.79,3.99,30.78
PAY-004548,ORD-004548,card,paid,EUR,31.65,3.99,35.64
PAY-004549,ORD-004549,apple_pay,paid,EUR,56.84,3.99,60.83
PAY-004550,ORD-004550,card,paid,EUR,54.61,3.99,58.6
PAY-004551,ORD-004551,apple_pay,paid,EUR,10.61,3.99,14.6
PAY-004552,ORD-004552,apple_pay,paid,EUR,42.44,3.99,46.43
PAY-004553,ORD-004553,paypal,paid,EUR,41.45,3.99,45.44
PAY-004554,ORD-004554,card,refunded,EUR,29.04,3.99,33.03
PAY-004555,ORD-004555,google_pay,paid,EUR,58.63,3.99,62.62
PAY-004556,ORD-004556,paypal,paid,EUR,28.81,0.0,28.81
PAY-004557,ORD-004557,paypal,paid,EUR,67.55,3.99,71.54
PAY-004558,ORD-004558,google_pay,refunded,EUR,26.67,3.99,30.66
PAY-004559,ORD-004559,card,paid,EUR,46.07,3.99,50.06
PAY-004560,ORD-004560,paypal,refunded,EUR,29.95,3.99,33.94
PAY-004561,ORD-004561,apple_pay,paid,EUR,50.33,3.99,54.32
PAY-004562,ORD-004562,card,paid,EUR,37.54,0.0,37.54
PAY-004563,ORD-004563,card,paid,EUR,57.92,3.99,61.91
PAY-004564,ORD-004564,paypal,paid,EUR,63.41,3.99,67.4
PAY-004565,ORD-004565,google_pay,paid,EUR,30.08,3.99,34.07
PAY-004566,ORD-004566,google_pay,paid,EUR,19.87,3.99,23.86
PAY-004567,ORD-004567,apple_pay,paid,EUR,65.66,3.99,69.65
PAY-004568,ORD-004568,apple_pay,paid,EUR,60.3,3.99,64.29
PAY-004569,ORD-004569,apple_pay,paid,EUR,40.7,3.99,44.69
PAY-004570,ORD-004570,card,refunded,EUR,39.37,3.99,43.36
PAY-004571,ORD-004571,apple_pay,paid,EUR,14.22,1.49,15.71
PAY-004572,ORD-004572,google_pay,paid,EUR,29.71,0.0,29.71
PAY-004573,ORD-004573,card,paid,EUR,13.26,3.99,17.25
PAY-004574,ORD-004574,google_pay,paid,EUR,35.44,3.99,39.43
PAY-004575,ORD-004575,google_pay,paid,EUR,30.37,3.99,34.36
PAY-004576,ORD-004576,google_pay,paid,EUR,69.81,3.99,73.8
PAY-004577,ORD-004577,google_pay,paid,EUR,64.38,0.0,64.38
PAY-004578,ORD-004578,google_pay,refunded,EUR,12.42,3.99,16.41
PAY-004579,ORD-004579,card,paid,EUR,14.41,1.49,15.9
PAY-004580,ORD-004580,card,paid,EUR,25.67,3.99,29.66
PAY-004581,ORD-004581,google_pay,paid,EUR,23.49,3.99,27.48
PAY-004582,ORD-004582,apple_pay,paid,EUR,20.82,3.99,24.81
PAY-004583,ORD-004583,google_pay,paid,EUR,22.51,3.99,26.5
PAY-004584,ORD-004584,card,paid,EUR,40.79,0.0,40.79
PAY-004585,ORD-004585,google_pay,paid,EUR,27.96,3.99,31.95
PAY-004586,ORD-004586,card,paid,EUR,41.25,3.99,45.24
PAY-004587,ORD-004587,google_pay,paid,EUR,52.71,3.99,56.7
PAY-004588,ORD-004588,google_pay,paid,EUR,63.18,3.99,67.17
PAY-004589,ORD-004589,card,paid,EUR,45.51,0.0,45.51
PAY-004590,ORD-004590,apple_pay,paid,EUR,58.93,3.99,62.92
PAY-004591,ORD-004591,google_pay,paid,EUR,23.21,0.0,23.21
PAY-004592,ORD-004592,card,paid,EUR,28.29,3.99,32.28
PAY-004593,ORD-004593,apple_pay,paid,EUR,54.28,3.99,58.27
PAY-004594,ORD-004594,card,refunded,EUR,67.82,3.99,71.81
PAY-004595,ORD-004595,apple_pay,paid,EUR,24.03,3.99,28.02
PAY-004596,ORD-004596,apple_pay,paid,EUR,22.69,3.99,26.68
PAY-004597,ORD-004597,paypal,paid,EUR,25.4,3.99,29.39
PAY-004598,ORD-004598,paypal,paid,EUR,32.79,3.99,36.78
PAY-004599,ORD-004599,paypal,paid,EUR,33.67,3.99,37.66
PAY-004600,ORD-004600,apple_pay,paid,EUR,45.01,3.99,49.0
PAY-004601,ORD-004601,card,paid,EUR,13.94,3.99,17.93
PAY-004602,ORD-004602,paypal,paid,EUR,52.3,3.99,56.29
PAY-004603,ORD-004603,paypal,paid,EUR,41.12,3.99,45.11
PAY-004604,ORD-004604,apple_pay,paid,EUR,19.69,3.99,23.68
PAY-004605,ORD-004605,apple_pay,paid,EUR,66.86,0.0,66.86
PAY-004606,ORD-004606,paypal,paid,EUR,64.79,3.99,68.78
PAY-004607,ORD-004607,paypal,paid,EUR,43.58,3.99,47.57
PAY-004608,ORD-004608,google_pay,paid,EUR,36.65,3.99,40.64
PAY-004609,ORD-004609,google_pay,paid,EUR,69.6,3.99,73.59
PAY-004610,ORD-004610,apple_pay,paid,EUR,13.52,1.49,15.01
PAY-004611,ORD-004611,google_pay,paid,EUR,41.07,3.99,45.06
PAY-004612,ORD-004612,google_pay,paid,EUR,15.28,0.0,15.28
PAY-004613,ORD-004613,card,paid,EUR,9.45,1.49,10.94
PAY-004614,ORD-004614,card,paid,EUR,20.71,3.99,24.7
PAY-004615,ORD-004615,google_pay,paid,EUR,23.04,3.99,27.03
PAY-004616,ORD-004616,card,paid,EUR,39.1,3.99,43.09
PAY-004617,ORD-004617,google_pay,paid,EUR,57.65,3.99,61.64
PAY-004618,ORD-004618,google_pay,paid,EUR,48.82,3.99,52.81
PAY-004619,ORD-004619,paypal,paid,EUR,49.29,3.99,53.28
PAY-004620,ORD-004620,paypal,refunded,EUR,43.44,3.99,47.43
PAY-004621,ORD-004621,card,paid,EUR,11.62,3.99,15.61
PAY-004622,ORD-004622,google_pay,paid,EUR,65.2,0.0,65.2
PAY-004623,ORD-004623,paypal,paid,EUR,67.01,3.99,71.0
PAY-004624,ORD-004624,apple_pay,paid,EUR,58.79,3.99,62.78
PAY-004625,ORD-004625,card,paid,EUR,11.02,3.99,15.01
PAY-004626,ORD-004626,card,paid,EUR,45.58,3.99,49.57
PAY-004627,ORD-004627,paypal,refunded,EUR,61.08,3.99,65.07
PAY-004628,ORD-004628,card,paid,EUR,47.27,3.99,51.26
PAY-004629,ORD-004629,apple_pay,paid,EUR,44.31,3.99,48.3
PAY-004630,ORD-004630,google_pay,paid,EUR,33.31,0.0,33.31
PAY-004631,ORD-004631,card,paid,EUR,49.33,0.0,49.33
PAY-004632,ORD-004632,card,paid,EUR,28.73,3.99,32.72
PAY-004633,ORD-004633,card,paid,EUR,33.81,3.99,37.8
PAY-004634,ORD-004634,paypal,paid,EUR,66.05,0.0,66.05
PAY-004635,ORD-004635,apple_pay,paid,EUR,58.5,3.99,62.49
PAY-004636,ORD-004636,google_pay,paid,EUR,53.52,3.99,57.51
PAY-004637,ORD-004637,apple_pay,paid,EUR,20.25,3.99,24.24
PAY-004638,ORD-004638,card,paid,EUR,9.58,3.99,13.57
PAY-004639,ORD-004639,card,paid,EUR,24.31,3.99,28.3
PAY-004640,ORD-004640,paypal,paid,EUR,44.05,0.0,44.05
PAY-004641,ORD-004641,card,paid,EUR,69.98,3.99,73.97
PAY-004642,ORD-004642,card,paid,EUR,33.44,0.0,33.44
PAY-004643,ORD-004643,paypal,paid,EUR,38.74,3.99,42.73
PAY-004644,ORD-004644,google_pay,paid,EUR,19.83,3.99,23.82
PAY-004645,ORD-004645,google_pay,paid,EUR,43.35,3.99,47.34
PAY-004646,ORD-004646,card,paid,EUR,55.2,3.99,59.19
PAY-004647,ORD-004647,card,paid,EUR,43.23,3.99,47.22
PAY-004648,ORD-004648,paypal,paid,EUR,28.38,3.99,32.37
PAY-004649,ORD-004649,paypal,refunded,EUR,58.21,3.99,62.2
PAY-004650,ORD-004650,card,paid,EUR,55.13,3.99,59.12
PAY-004651,ORD-004651,paypal,paid,EUR,49.86,0.0,49.86
PAY-004652,ORD-004652,google_pay,paid,EUR,28.44,0.0,28.44
PAY-004653,ORD-004653,card,paid,EUR,25.5,3.99,29.49
PAY-004654,ORD-004654,apple_pay,paid,EUR,24.02,3.99,28.01
PAY-004655,ORD-004655,apple_pay,paid,EUR,53.93,3.99,57.92
PAY-004656,ORD-004656,paypal,paid,EUR,10.84,1.49,12.33
PAY-004657,ORD-004657,google_pay,paid,EUR,13.11,3.99,17.1
PAY-004658,ORD-004658,apple_pay,paid,EUR,68.15,3.99,72.14
PAY-004659,ORD-004659,google_pay,paid,EUR,51.98,3.99,55.97
PAY-004660,ORD-004660,apple_pay,paid,EUR,15.46,3.99,19.45
PAY-004661,ORD-004661,apple_pay,paid,EUR,64.6,3.99,68.59
PAY-004662,ORD-004662,google_pay,paid,EUR,11.21,3.99,15.2
PAY-004663,ORD-004663,card,paid,EUR,14.14,3.99,18.13
PAY-004664,ORD-004664,apple_pay,paid,EUR,8.66,1.49,10.15
PAY-004665,ORD-004665,paypal,paid,EUR,42.39,3.99,46.38
PAY-004666,ORD-004666,paypal,paid,EUR,63.25,0.0,63.25
PAY-004667,ORD-004667,paypal,paid,EUR,35.04,3.99,39.03
PAY-004668,ORD-004668,card,paid,EUR,59.24,3.99,63.23
PAY-004669,ORD-004669,paypal,paid,EUR,16.87,3.99,20.86
PAY-004670,ORD-004670,card,paid,EUR,52.48,3.99,56.47
PAY-004671,ORD-004671,paypal,paid,EUR,64.44,3.99,68.43
PAY-004672,ORD-004672,paypal,paid,EUR,33.08,3.99,37.07
PAY-004673,ORD-004673,google_pay,paid,EUR,10.98,3.99,14.97
PAY-004674,ORD-004674,apple_pay,paid,EUR,50.49,3.99,54.48
PAY-004675,ORD-004675,google_pay,paid,EUR,52.16,3.99,56.15
PAY-004676,ORD-004676,google_pay,paid,EUR,27.41,0.0,27.41
PAY-004677,ORD-004677,google_pay,paid,EUR,14.45,3.99,18.44
PAY-004678,ORD-004678,google_pay,paid,EUR,62.88,3.99,66.87
PAY-004679,ORD-004679,card,paid,EUR,16.72,0.0,16.72
PAY-004680,ORD-004680,google_pay,paid,EUR,58.03,0.0,58.03
PAY-004681,ORD-004681,google_pay,refunded,EUR,60.67,0.0,60.67
PAY-004682,ORD-004682,apple_pay,paid,EUR,23.17,3.99,27.16
PAY-004683,ORD-004683,google_pay,paid,EUR,66.17,0.0,66.17
PAY-004684,ORD-004684,apple_pay,paid,EUR,57.77,3.99,61.76
PAY-004685,ORD-004685,paypal,paid,EUR,44.55,3.99,48.54
PAY-004686,ORD-004686,paypal,paid,EUR,60.8,3.99,64.79
PAY-004687,ORD-004687,apple_pay,refunded,EUR,15.41,3.99,19.4
PAY-004688,ORD-004688,card,paid,EUR,14.72,3.99,18.71
PAY-004689,ORD-004689,card,paid,EUR,62.35,3.99,66.34
PAY-004690,ORD-004690,paypal,paid,EUR,58.0,3.99,61.99
PAY-004691,ORD-004691,paypal,paid,EUR,12.86,3.99,16.85
PAY-004692,ORD-004692,google_pay,refunded,EUR,28.46,3.99,32.45
PAY-004693,ORD-004693,card,paid,EUR,12.4,1.49,13.89
PAY-004694,ORD-004694,paypal,paid,EUR,44.64,3.99,48.63
PAY-004695,ORD-004695,google_pay,paid,EUR,50.93,3.99,54.92
PAY-004696,ORD-004696,card,paid,EUR,34.37,3.99,38.36
PAY-004697,ORD-004697,google_pay,paid,EUR,38.0,3.99,41.99
PAY-004698,ORD-004698,card,paid,EUR,30.35,0.0,30.35
PAY-004699,ORD-004699,paypal,paid,EUR,40.6,3.99,44.59
PAY-004700,ORD-004700,google_pay,refunded,EUR,57.81,3.99,61.8
PAY-004701,ORD-004701,google_pay,paid,EUR,68.61,3.99,72.6
PAY-004702,ORD-004702,google_pay,paid,EUR,12.2,1.49,13.69
PAY-004703,ORD-004703,apple_pay,paid,EUR,12.8,1.49,14.29
PAY-004704,ORD-004704,card,paid,EUR,29.16,3.99,33.15
PAY-004705,ORD-004705,apple_pay,paid,EUR,63.31,3.99,67.3
PAY-004706,ORD-004706,paypal,paid,EUR,41.53,0.0,41.53
PAY-004707,ORD-004707,google_pay,paid,EUR,45.78,0.0,45.78
PAY-004708,ORD-004708,paypal,paid,EUR,67.31,3.99,71.3
PAY-004709,ORD-004709,google_pay,paid,EUR,59.83,3.99,63.82
PAY-004710,ORD-004710,card,paid,EUR,24.49,3.99,28.48
PAY-004711,ORD-004711,paypal,paid,EUR,56.62,3.99,60.61
PAY-004712,ORD-004712,apple_pay,paid,EUR,24.72,3.99,28.71
PAY-004713,ORD-004713,apple_pay,paid,EUR,27.03,3.99,31.02
PAY-004714,ORD-004714,apple_pay,paid,EUR,11.81,3.99,15.8
PAY-004715,ORD-004715,apple_pay,paid,EUR,50.64,3.99,54.63
PAY-004716,ORD-004716,card,paid,EUR,44.8,0.0,44.8
PAY-004717,ORD-004717,google_pay,paid,EUR,11.5,3.99,15.49
PAY-004718,ORD-004718,google_pay,paid,EUR,36.06,3.99,40.05
PAY-004719,ORD-004719,google_pay,paid,EUR,27.46,3.99,31.45
PAY-004720,ORD-004720,paypal,paid,EUR,31.43,3.99,35.42
PAY-004721,ORD-004721,card,paid,EUR,27.43,3.99,31.42
PAY-004722,ORD-004722,card,paid,EUR,60.25,3.99,64.24
PAY-004723,ORD-004723,paypal,paid,EUR,41.42,3.99,45.41
PAY-004724,ORD-004724,card,paid,EUR,18.01,3.99,22.0
PAY-004725,ORD-004725,paypal,paid,EUR,37.0,0.0,37.0
PAY-004726,ORD-004726,google_pay,refunded,EUR,42.32,3.99,46.31
PAY-004727,ORD-004727,apple_pay,paid,EUR,28.39,0.0,28.39
PAY-004728,ORD-004728,card,paid,EUR,22.47,3.99,26.46
PAY-004729,ORD-004729,paypal,paid,EUR,14.54,1.49,16.03
PAY-004730,ORD-004730,paypal,paid,EUR,67.78,3.99,71.77
PAY-004731,ORD-004731,google_pay,paid,EUR,40.55,3.99,44.54
PAY-004732,ORD-004732,paypal,paid,EUR,48.19,3.99,52.18
PAY-004733,ORD-004733,google_pay,paid,EUR,24.25,0.0,24.25
PAY-004734,ORD-004734,paypal,paid,EUR,33.26,3.99,37.25
PAY-004735,ORD-004735,google_pay,paid,EUR,27.24,3.99,31.23
PAY-004736,ORD-004736,google_pay,refunded,EUR,37.4,3.99,41.39
PAY-004737,ORD-004737,paypal,paid,EUR,10.71,1.49,12.2
PAY-004738,ORD-004738,google_pay,paid,EUR,14.32,1.49,15.81
PAY-004739,ORD-004739,apple_pay,paid,EUR,16.16,3.99,20.15
PAY-004740,ORD-004740,card,paid,EUR,20.23,3.99,24.22
PAY-004741,ORD-004741,google_pay,paid,EUR,64.67,3.99,68.66
PAY-004742,ORD-004742,paypal,paid,EUR,14.59,3.99,18.58
PAY-004743,ORD-004743,apple_pay,paid,EUR,55.87,3.99,59.86
PAY-004744,ORD-004744,google_pay,paid,EUR,16.34,3.99,20.33
PAY-004745,ORD-004745,card,paid,EUR,15.25,3.99,19.24
PAY-004746,ORD-004746,apple_pay,paid,EUR,32.95,3.99,36.94
PAY-004747,ORD-004747,google_pay,paid,EUR,33.37,3.99,37.36
PAY-004748,ORD-004748,google_pay,paid,EUR,30.16,3.99,34.15
PAY-004749,ORD-004749,apple_pay,paid,EUR,30.7,3.99,34.69
PAY-004750,ORD-004750,paypal,paid,EUR,10.02,3.99,14.01
PAY-004751,ORD-004751,card,paid,EUR,47.45,3.99,51.44
PAY-004752,ORD-004752,paypal,paid,EUR,47.96,0.0,47.96
PAY-004753,ORD-004753,apple_pay,paid,EUR,59.18,0.0,59.18
PAY-004754,ORD-004754,google_pay,paid,EUR,44.15,3.99,48.14
PAY-004755,ORD-004755,apple_pay,paid,EUR,20.0,3.99,23.99
PAY-004756,ORD-004756,google_pay,paid,EUR,30.51,0.0,30.51
PAY-004757,ORD-004757,paypal,paid,EUR,68.52,3.99,72.51
PAY-004758,ORD-004758,paypal,paid,EUR,59.05,3.99,63.04
PAY-004759,ORD-004759,google_pay,paid,EUR,26.56,3.99,30.55
PAY-004760,ORD-004760,apple_pay,paid,EUR,34.82,3.99,38.81
PAY-004761,ORD-004761,apple_pay,paid,EUR,12.64,3.99,16.63
PAY-004762,ORD-004762,paypal,paid,EUR,37.4,3.99,41.39
PAY-004763,ORD-004763,paypal,paid,EUR,15.51,3.99,19.5
PAY-004764,ORD-004764,card,paid,EUR,67.38,3.99,71.37
PAY-004765,ORD-004765,card,refunded,EUR,51.12,3.99,55.11
PAY-004766,ORD-004766,google_pay,paid,EUR,23.35,3.99,27.34
PAY-004767,ORD-004767,paypal,refunded,EUR,40.58,3.99,44.57
PAY-004768,ORD-004768,card,paid,EUR,57.77,3.99,61.76
PAY-004769,ORD-004769,paypal,paid,EUR,18.47,0.0,18.47
PAY-004770,ORD-004770,google_pay,paid,EUR,43.76,3.99,47.75
PAY-004771,ORD-004771,paypal,paid,EUR,38.12,3.99,42.11
PAY-004772,ORD-004772,card,refunded,EUR,19.08,0.0,19.08
PAY-004773,ORD-004773,card,paid,EUR,38.71,3.99,42.7
PAY-004774,ORD-004774,card,paid,EUR,55.75,3.99,59.74
PAY-004775,ORD-004775,apple_pay,paid,EUR,21.35,3.99,25.34
PAY-004776,ORD-004776,paypal,paid,EUR,9.72,3.99,13.71
PAY-004777,ORD-004777,google_pay,paid,EUR,19.71,0.0,19.71
PAY-004778,ORD-004778,apple_pay,paid,EUR,40.2,3.99,44.19
PAY-004779,ORD-004779,apple_pay,paid,EUR,58.79,3.99,62.78
PAY-004780,ORD-004780,google_pay,paid,EUR,45.5,3.99,49.49
PAY-004781,ORD-004781,google_pay,paid,EUR,42.75,3.99,46.74
PAY-004782,ORD-004782,apple_pay,paid,EUR,37.49,3.99,41.48
PAY-004783,ORD-004783,paypal,paid,EUR,26.38,3.99,30.37
PAY-004784,ORD-004784,apple_pay,paid,EUR,18.49,3.99,22.48
PAY-004785,ORD-004785,card,paid,EUR,28.57,0.0,28.57
PAY-004786,ORD-004786,apple_pay,paid,EUR,66.95,3.99,70.94
PAY-004787,ORD-004787,apple_pay,paid,EUR,67.04,3.99,71.03
PAY-004788,ORD-004788,google_pay,paid,EUR,24.82,3.99,28.81
PAY-004789,ORD-004789,google_pay,paid,EUR,41.48,3.99,45.47
PAY-004790,ORD-004790,google_pay,paid,EUR,17.75,3.99,21.74
PAY-004791,ORD-004791,card,paid,EUR,50.59,3.99,54.58
PAY-004792,ORD-004792,paypal,paid,EUR,24.15,0.0,24.15
PAY-004793,ORD-004793,card,paid,EUR,63.78,3.99,67.77
PAY-004794,ORD-004794,card,paid,EUR,37.65,3.99,41.64
PAY-004795,ORD-004795,google_pay,refunded,EUR,38.13,3.99,42.12
PAY-004796,ORD-004796,apple_pay,refunded,EUR,68.87,0.0,68.87
PAY-004797,ORD-004797,paypal,paid,EUR,24.84,3.99,28.83
PAY-004798,ORD-004798,paypal,paid,EUR,48.06,0.0,48.06
PAY-004799,ORD-004799,paypal,paid,EUR,44.12,3.99,48.11
PAY-004800,ORD-004800,paypal,paid,EUR,66.29,3.99,70.28
PAY-004801,ORD-004801,card,paid,EUR,24.87,3.99,28.86
PAY-004802,ORD-004802,apple_pay,paid,EUR,63.99,3.99,67.98
PAY-004803,ORD-004803,apple_pay,paid,EUR,18.39,3.99,22.38
PAY-004804,ORD-004804,apple_pay,paid,EUR,68.06,3.99,72.05
PAY-004805,ORD-004805,google_pay,paid,EUR,69.46,0.0,69.46
PAY-004806,ORD-004806,paypal,paid,EUR,66.9,3.99,70.89
PAY-004807,ORD-004807,google_pay,paid,EUR,11.08,3.99,15.07
PAY-004808,ORD-004808,card,paid,EUR,22.38,3.99,26.37
PAY-004809,ORD-004809,card,paid,EUR,31.74,3.99,35.73
PAY-004810,ORD-004810,google_pay,paid,EUR,41.28,0.0,41.28
PAY-004811,ORD-004811,paypal,paid,EUR,57.1,3.99,61.09
PAY-004812,ORD-004812,paypal,paid,EUR,24.74,0.0,24.74
PAY-004813,ORD-004813,google_pay,paid,EUR,46.36,3.99,50.35
PAY-004814,ORD-004814,google_pay,paid,EUR,47.59,3.99,51.58
PAY-004815,ORD-004815,apple_pay,paid,EUR,51.0,0.0,51.0
PAY-004816,ORD-004816,paypal,refunded,EUR,20.28,3.99,24.27
